0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
0.12309086;0.3851303;-0.042113893;-0.07382313;-0.2414379;0.12040623;0.030073186;-0.049524788;0.3085609;0.61842704;-0.2868219;-0.15472867;0.0013957024;-0.35827067;-0.3214998;0.82364845;0.27249235;-0.22924197;-0.041777253;-0.11419511;0.060033567;0.49666572;-0.2596018;0.41407004;-0.17264967;-0.42144567;0.5104751;-0.94066155;-0.5305802;-0.047649495
0.48235938;0.5565702;-0.7087093;-0.043453217;0.22626363;0.22922802;-0.21080132;0.46905982;0.1892501;-0.2404323;-0.48285335;0.24317801;-0.2139756;-0.14457707;0.4126009;0.5136848;0.7182776;0.43315947;-0.018006269;-0.20372806;0.09182861;0.36833483;-0.5950642;0.2950265;0.20984417;-0.08912098;0.2550394;0.39547312;0.18349001;0.53082573
0.43928084;0.4319686;0.7508685;0.38275808;-0.033280935;0.21451555;0.44588098;0.22353299;0.54351926;0.03640041;0.35293636;0.30356935;0.80868536;0.9275275;0.42410105;0.6618205;0.23984121;0.39406145;0.29882184;0.84645414;1.0100781;1.0450763;0.71147186;0.8301887;0.74197775;0.30595133;0.6552272;0.42135212;0.45659807;0.31611106
0.44050977;0.17428795;-0.23371181;-0.02601259;0.4308306;0.1658826;0.31746057;0.4205853;-0.10757212;0.26419818;0.401395;0.6123444;0.35365382;0.19418985;0.29198346;-0.15751801;0.18963002;0.0049634683;0.39017195;0.23307738;0.08029781;0.14068018;0.5824927;0.16911933;-0.24912964;0.46376723;0.3358402;0.12924549;0.25666624;0.6108611
0.8484219;0.57398105;0.9506918;1.2470293;0.7240878;0.30149728;0.36868915;0.6065443;0.5657171;0.4401865;0.14109072;0.17131826;0.44289503;0.65477306;0.7437213;-0.09443006;0.30453536;0.50726146;0.3266476;1.1323584;0.2684794;0.44649434;0.7117469;0.7667605;-0.06411025;0.49336883;0.77544314;0.066882625;0.670383;0.59726936
0.2176877;0.17978139;0.4693044;-0.26624703;-0.12118533;-0.14365984;-0.3371779;-0.2940968;-0.13340433;0.02995606;0.22299421;0.24922492;-0.20905924;-0.30905828;-0.20480849;-0.06205519;0.22790004;0.30759084;-0.725441;0.5114793;0.5185867;0.35306466;0.33831227;0.0048157074;-0.60602653;0.18597002;0.42965534;-0.6841704;0.3019094;0.061205547
-0.29222295;0.057978343;-0.2502182;-0.24782155;-0.27045736;-0.24834937;0.08548582;-0.16199239;0.21150544;-0.5641547;-0.0042433627;0.7048858;-0.19080512;-0.22982816;0.4494059;0.47403297;0.27874628;0.2284521;-0.25456;0.050798405;-1.0804627;0.15025918;-0.14642547;-0.24023166;0.11067211;0.18845567;0.014790747;-0.36416867;0.14899799;0.24124292
-0.21010575;-0.2924095;-0.5800829;-0.18824847;0.7839663;0.010286349;0.22272095;0.12070591;-0.41076788;-0.2937981;-0.68275344;-0.21696724;-0.47465578;0.43888915;0.37183666;-0.8504152;-0.19223233;-0.68176734;-0.63941896;-0.09775259;-0.18168154;0.048418198;0.27249345;-0.26941055;0.23186123;-0.05689032;-0.398102;0.3148188;0.058309633;0.4880236
0.035275176;-0.43474394;-0.20172082;-0.1540281;0.028258266;0.06089677;0.49931583;0.39091963;0.022922333;0.718459;-0.2424639;0.18846643;0.23061475;0.51149327;-0.24199206;-0.3735692;0.26186842;0.37100363;-0.22276643;0.1909945;-0.41125828;-0.634986;0.32576647;-0.24535641;0.043983668;-0.112146765;-0.30073744;0.11152947;-0.1943722;-0.21222912
0.45751354;0.5061951;0.018245442;0.37333414;-0.5389727;0.6420888;-0.18513776;0.6903697;0.48046446;-0.1900649;0.15263657;0.69658744;0.106959544;0.18271564;0.42819288;0.15394829;0.11049696;-0.12487911;0.16003692;0.16202241;0.98107576;0.6653538;0.03330432;0.752104;0.042479925;0.3099015;0.46142727;0.17333402;0.47532272;0.55668765
