0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
-0.11538951;0.47097483;0.11617859;-0.18636833;0.038230505;0.12040623;0.030073186;-0.14351887;0.110285506;0.61842704;-0.46103048;-0.33723158;0.0013957024;-0.3742093;-0.38820794;0.9614296;0.1985702;-0.0964392;0.06457691;0.13429184;-0.014770131;0.42798048;-0.2596018;0.34168416;-0.069209635;-0.43340144;0.485154;-0.78203696;-0.59245765;-0.04839956
0.49073443;0.5079888;-0.97244865;0.061203647;0.17145498;0.22922802;-0.21080132;0.47443298;0.39151877;-0.2404323;-0.4706927;0.102889076;-0.2139756;-0.17402105;0.41618916;0.5084951;0.6696203;0.4868871;-0.12917107;-0.1912454;-0.09323139;0.49567616;-0.5950642;0.3200208;0.22194377;-0.31273288;0.25779802;0.26808637;0.30986914;0.6142677
0.32676417;0.43177328;0.8888573;0.5096733;-0.13606334;0.21451555;0.44588098;0.33422306;0.82142115;0.03640041;0.46726444;0.3852952;0.80868536;0.9651224;0.5214685;0.61278236;0.29112583;0.2978221;0.27147704;0.98527765;0.941565;1.021597;0.71147186;0.8859681;0.7433787;0.29075295;0.70115304;0.41266465;0.6451247;0.2446818
0.36330172;0.15164173;0.12957756;0.34944472;0.31368104;0.1658826;0.31746057;0.40199214;-0.09298921;0.26419818;0.43079573;0.6608487;0.35365382;0.20405206;0.2536182;-0.24022608;0.22239514;-0.025403243;0.3040287;0.05926433;0.20355254;0.103493184;0.5824927;0.16475955;-0.2954342;0.59085375;0.27009436;0.3206288;0.14857627;0.6011951
0.7638525;0.57074356;1.0744522;0.98306096;0.68409604;0.30149728;0.36868915;0.5067589;0.60254204;0.4401865;0.25589675;0.2991559;0.44289503;0.71050686;0.67028445;-0.06207614;0.20305984;0.61974967;0.2976744;0.7761861;0.2923922;0.4062718;0.7117469;0.6564246;-0.07998654;0.6109308;0.6958027;0.18483302;0.47331005;0.54694206
0.42255685;-0.06491275;0.2333253;0.03812665;-0.09179393;-0.14365984;-0.3371779;-0.085636474;-0.070155814;0.02995606;0.068789825;0.22665657;-0.20905924;-0.31311;0.055349443;-0.2821491;0.4756342;0.31962892;-0.80378085;0.4138446;0.45475388;0.3347777;0.33831227;0.13348803;-0.6418338;0.2054673;0.5432482;-0.65092176;0.4020988;0.13996501
-0.550357;-0.13340765;-0.7378653;-0.51278406;-0.36707583;-0.24834937;0.08548582;-0.10726951;-0.30639789;-0.5641547;-0.05598367;0.40305495;-0.19080512;-0.3020572;0.36461356;0.031193081;0.2142669;-0.0058812127;-0.28578624;-0.20538504;-0.958439;-0.04155206;-0.14642547;-0.1728939;0.08908552;-0.3624173;0.026568055;-0.6224245;0.16326472;0.16861078
-0.46913615;-0.48180085;-0.4112684;-0.14338772;0.47778952;0.010286349;0.22272095;0.23134767;-0.2283732;-0.2937981;-0.90482974;-0.20187482;-0.47465578;0.36533648;0.19199446;-0.75991863;-0.14214598;-0.8088311;-0.7983202;-0.12881725;-0.18665658;-0.014413918;0.27249345;-0.24789558;0.13753563;-0.07271581;-0.39802706;0.43353072;-0.20024392;0.36115015
-0.2987471;-0.39633486;-0.115478754;-0.28476247;0.19231088;0.06089677;0.49931583;0.2810997;-0.28624868;0.718459;-0.15220061;0.24594416;0.23061475;0.59945565;-0.36991602;-0.5460454;0.105789535;0.2764972;-0.23837906;0.04561198;-0.14154567;-0.59975296;0.32576647;-0.35747725;0.010722227;0.046074443;-0.49751565;0.035410855;-0.27062812;-0.11796522
0.7536981;0.58474463;0.077755444;0.37166128;-0.5068663;0.6420888;-0.18513776;0.7131347;0.43020073;-0.1900649;-0.16242413;0.6209096;0.106959544;0.13512;0.4594753;0.159893;0.1502113;-0.107589126;0.20824005;0.18325666;0.6901671;0.6754272;0.03330432;0.6754779;0.047730017;0.39598078;0.45898813;0.1790771;0.61292034;0.5266828
0.5034077;0.24596572;0.13194884;0.03788226;0.27308437;0.2784254;0.9830443;-0.09703526;0.15966961;-0.1827324;0.053713277;0.25808892;-0.023362605;-0.1618901;0.107353084;0.0049723396;0.23952395;0.8438644;-0.1180809;0.26611915;0.6711373;-0.21872155;0.08181619;0.045566704;0.0903917;0.62298197;-0.12118891;0.6447584;0.6483104;-0.3605169
0.181025;0.8734291;-0.052449778;-0.0781421;-0.60029477;-0.15071762;-0.26758465;-0.09988616;0.58971906;0.2747234;1.3429148;0.08156454;-0.19785048;0.17428468;-0.005828443;0.75064576;0.41955253;0.6344791;0.33659294;0.030922338;0.6174527;0.2769487;0.3367803;0.4222202;0.28743824;0.1563318;0.079787016;0.13068177;0.26274797;0.11626282
0.5038468;1.1204288;0.2934608;0.31382254;-0.17603856;0.5607292;0.98547715;0.3138336;0.46674928;0.5155399;0.8571387;0.12044059;0.66866916;0.42199162;0.48064446;0.8171762;0.20832849;0.87972957;0.8444737;0.29936308;0.2704789;0.5933478;0.35573915;0.26906937;0.60380757;0.222905;0.23653089;0.7714592;0.63225055;0.20210311
-0.03406983;-0.11435984;-0.43531725;-0.4647181;0.30109608;-0.04154071;0.12245476;0.10034762;-0.27363488;-0.31787714;-0.6959295;0.0026391924;0.25524658;-0.008124669;-0.033579435;0.3519517;-0.032194875;0.28067416;-0.31930882;0.18497853;0.11750434;0.12128198;-0.18742882;-0.24356107;-0.36164382;-0.614261;0.12474719;-0.3022225;-0.095897034;-0.42244077
-0.5410253;-0.56378853;-0.16706665;0.02729165;0.23368646;-0.25409874;-0.39776057;0.03852135;-0.49298412;-0.28958604;-0.29847372;-0.23562022;0.3215282;0.55358404;0.2077617;0.3415547;0.33630365;-0.34083092;-0.44189066;0.24321178;-0.1369559;-0.21510474;-0.20370744;-0.22646676;-0.16948988;-0.09126545;-0.098405644;0.046228647;-0.11968115;0.03326091
0.52848047;-0.07778792;0.2560193;0.1435934;-0.42042562;0.37821838;-0.23081598;0.24838504;0.021700352;0.041116975;0.036433235;0.24692366;0.31481242;-0.45311853;0.42344686;0.06545432;0.28213313;-0.14630294;0.6410483;-0.21963306;0.041721646;0.24379346;0.60125095;0.4309067;0.10992781;0.15255089;0.3057418;-0.37792537;-0.10743384;0.040044907
-0.28890705;0.07229302;0.042576645;0.20686659;-0.15820017;0.026301593;-0.3136185;-0.1263325;-0.06652535;-0.45707548;0.52719486;0.13262196;-0.24331285;0.5565041;0.046995543;0.026697705;-0.055148393;-0.2953678;-0.067792326;-0.44790912;0.54778963;-0.25271833;-0.08472233;-0.06624046;-0.37646702;0.06954544;0.017600363;0.5417271;0.15082186;-0.11925677
0.2861138;0.34407872;-0.10904853;0.16418163;0.29798165;0.44956487;0.65156776;0.32303852;0.27413246;0.2308049;-0.11300364;0.48039132;0.67397165;-0.10423344;0.46916565;-0.263188;-0.06030473;0.124648616;0.12348701;-0.25210425;0.15097505;0.12801084;0.4407237;0.27875233;0.017155135;0.07819392;0.613582;0.16634054;0.39411035;0.10823926
-0.226576;-0.08538553;-0.4968758;-0.55408484;0.10308377;0.6299739;0.40369302;-0.08298238;-0.39815268;-0.17008542;-0.00219435;-0.8372749;0.13241827;-0.83444613;-0.6933113;0.51112175;-0.20649993;-0.07136944;-0.38534874;-0.2566799;-0.32557684;-0.4289421;-0.28864154;-0.4288311;-0.45195815;-0.27946475;-0.17001769;-1.193546;-0.045460626;-0.53055584
-0.31833467;-0.0748596;-0.28407422;-0.39363548;0.4343282;0.17584707;-0.09375276;0.037311267;-0.46508256;-0.100756876;0.017377475;-0.3348728;-0.77230704;-1.0346882;-0.17909916;-0.46963513;-0.14175755;0.36643317;-0.25429147;0.046528276;-0.82669216;-0.19576594;-0.65325373;0.07228632;0.010575534;-0.37975687;-0.5780753;-0.44911492;-0.08339581;-0.07940992
-0.5276534;-0.53398234;-0.010445182;-0.18995397;-0.25093046;-0.21908204;-0.5857304;-0.38837025;-0.095261104;-0.57402897;0.08515845;-0.09701074;-0.19603987;-0.30500498;-0.41218886;-0.9404055;0.040010158;-0.5704734;0.09475268;0.079986736;0.35106787;-0.29501978;0.31346366;-0.0003605038;-0.4607334;-0.46744257;0.009001628;-0.59583795;-1.0108726;-0.34904757
-0.05147973;-0.20000704;-0.08288285;-0.44871283;-0.3266698;-0.012084677;-0.049251534;-0.30064094;-0.10264175;0.40903226;0.13891265;-0.49440825;0.11530969;-0.21727963;-0.53918767;0.035145488;-0.29267916;-0.69775;0.4923232;-0.33589622;-0.64895546;0.04356684;0.059593834;-0.20392355;-0.19647482;0.13366571;-0.1664931;-0.4651794;-0.66144973;-0.14746806
0.5637731;0.04582303;0.4366943;0.27273563;-0.088810466;0.07203383;0.15948994;0.36048886;0.65084875;0.5330295;0.59922546;0.07174376;0.37871262;-0.14528123;0.08684954;0.21597621;0.009406619;-0.026713781;0.009114802;0.48590463;-0.37102035;0.6212747;-0.15634753;0.6373864;0.7937837;0.12749997;0.6880404;-0.10794157;0.37066573;-0.2501207
0.10453618;0.11087613;0.29661173;-0.05957002;0.27017263;-0.56906426;0.3741805;0.2993658;0.24509673;-0.10188386;0.39677668;0.010305749;-0.49938852;-0.10246368;0.09638876;0.19435507;0.112960875;-0.11220382;-0.5720054;0.30776158;-0.3573038;0.45175615;-0.35963506;-0.056432035;-0.0009009452;0.08555496;-0.055891987;-0.4238361;0.57215804;0.11969998
-0.53596413;-0.3730337;-0.5678616;-0.31722397;-0.9098141;-0.21288328;-1.1363429;-0.4362759;-0.97897637;-0.7334371;-0.7123687;-0.3652662;-0.4473684;-0.8547031;-0.29314548;-1.2263799;0.030566903;-0.39809167;-0.3046241;-0.64850384;-0.5269914;-0.43112722;-0.5901312;-0.43107936;-0.17680252;-0.8391193;-0.49291983;-0.33288702;-0.4580742;-0.5683734
0.17846814;0.2674678;-0.6784278;-0.24727586;0.33445534;-0.21422559;0.48321843;-0.11969642;0.30606034;-0.2676589;-0.18402463;-0.033450965;0.73968804;0.4739146;-0.1433641;0.38482806;0.024642104;0.37989637;0.9918642;0.009216095;0.34701934;0.054940358;0.5418345;0.11749286;0.14681996;0.3018377;0.2351631;0.23128158;-0.019649306;0.38204402
-0.28346193;-0.08304866;-0.15690592;-0.3000405;-0.19948012;-0.23440054;0.29856914;-0.42280468;-0.5090662;0.22694467;0.2959114;-0.46682474;-0.33330992;-0.2968498;0.04476047;0.0283771;0.10165669;0.3572865;-0.4150203;-0.18515344;-0.8539231;-0.2120186;-0.22222072;-0.2457684;-0.35805786;0.108551264;-0.261722;-0.32721567;-0.37127522;0.14573076
-0.09203693;0.041244056;-0.19153951;-0.06393599;-0.3596551;0.3515305;0.20490699;0.09044312;-0.055491515;0.93320775;-0.0013171203;-0.1940672;0.1559773;-0.098565094;-0.19809975;0.36166245;-0.18421924;0.4786558;0.10278152;-0.2362957;-0.4020718;-0.06957922;-0.0068831933;0.1210303;0.3045211;-0.14902723;0.023451358;0.6704341;-0.5754583;-0.45553356
-0.8182628;-0.48233494;0.04429988;-0.46220684;-0.7421306;-0.8986104;-0.90024585;-0.5764497;-0.5583919;-0.3382356;-0.4362644;-0.79305243;-0.71230793;-0.64448756;-1.3050245;-1.1741815;-1.3387995;-0.34187338;-0.928962;-0.9090293;-1.0087079;-0.590076;-0.8955136;-0.8586573;-0.8528225;-0.9515415;-0.755828;-0.78205717;-0.9128187;-0.761365
